Strain,Accession ID,Collection date,lineage,scorpio_call,Location
hCoV-19/USA/AK-PHL14454/2021,EPI_ISL_5879893,10/13/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14544/2021,EPI_ISL_5879894,10/12/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14545/2021,EPI_ISL_5879895,10/12/2021,AY.103,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14546/2021,EPI_ISL_5879896,10/12/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14547/2021,EPI_ISL_5879897,10/12/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14548/2021,EPI_ISL_5879898,10/12/2021,AY.117,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14455/2021,EPI_ISL_5879899,10/12/2021,AY.26,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14549/2021,EPI_ISL_5879900,10/12/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14550/2021,EPI_ISL_5879901,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14551/2021,EPI_ISL_5879902,10/12/2021,AY.75,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14553/2021,EPI_ISL_5879903,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-CDC-IBX495211828973/2021,EPI_ISL_5889211,10/22/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S8383/2021,EPI_ISL_5926236,10/20/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S8219/2021,EPI_ISL_5926786,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX29730211/2021,EPI_ISL_5929007,10/12/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX29730208/2021,EPI_ISL_5929049,10/12/2021,AY.120,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX29691477/2021,EPI_ISL_5929524,10/2/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30170209/2021,EPI_ISL_5961627,10/16/2021,AY.39.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-PHL14556/2021,EPI_ISL_5989678,10/14/2021,AY.103,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14557/2021,EPI_ISL_5989679,10/14/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14559/2021,EPI_ISL_5989680,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14560/2021,EPI_ISL_5989681,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14561/2021,EPI_ISL_5989682,10/19/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14562/2021,EPI_ISL_5989683,10/19/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14563/2021,EPI_ISL_5989684,10/21/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14564/2021,EPI_ISL_5989685,10/21/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14565/2021,EPI_ISL_5989686,10/21/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14566/2021,EPI_ISL_5989687,10/21/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14567/2021,EPI_ISL_5989688,10/22/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14568/2021,EPI_ISL_5989689,10/22/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14569/2021,EPI_ISL_5989690,10/22/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14570/2021,EPI_ISL_5989691,10/22/2021,B.1.617.2,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14571/2021,EPI_ISL_5989692,10/22/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14572/2021,EPI_ISL_5989693,10/22/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14573/2021,EPI_ISL_5989694,10/22/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14574/2021,EPI_ISL_5989695,10/22/2021,AY.3.1,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14575/2021,EPI_ISL_5989696,10/22/2021,AY.122,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14576/2021,EPI_ISL_5989697,10/22/2021,AY.114,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14577/2021,EPI_ISL_5989698,10/21/2021,AY.103,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14578/2021,EPI_ISL_5989699,10/13/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14579/2021,EPI_ISL_5989700,10/13/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14580/2021,EPI_ISL_5989701,10/13/2021,AY.103,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14582/2021,EPI_ISL_5989702,10/13/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14583/2021,EPI_ISL_5989703,10/11/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14584/2021,EPI_ISL_5989704,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14585/2021,EPI_ISL_5989705,10/15/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14586/2021,EPI_ISL_5989706,10/14/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14587/2021,EPI_ISL_5989707,10/15/2021,AY.26,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14588/2021,EPI_ISL_5989708,10/14/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14590/2021,EPI_ISL_5989709,10/14/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14591/2021,EPI_ISL_5989710,10/15/2021,AY.75,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14592/2021,EPI_ISL_5989711,10/14/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14593/2021,EPI_ISL_5989712,10/13/2021,AY.44,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14595/2021,EPI_ISL_5989713,10/14/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14596/2021,EPI_ISL_5989714,10/18/2021,AY.47,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14598/2021,EPI_ISL_5989715,10/19/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14599/2021,EPI_ISL_5989716,10/19/2021,AY.110,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14601/2021,EPI_ISL_5989717,10/20/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14602/2021,EPI_ISL_5989718,10/7/2021,AY.26,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14603/2021,EPI_ISL_5989719,10/7/2021,AY.44,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14604/2021,EPI_ISL_5989720,10/7/2021,AY.44,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14605/2021,EPI_ISL_5989721,10/6/2021,AY.44,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14606/2021,EPI_ISL_5989722,10/8/2021,AY.103,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL14607/2021,EPI_ISL_5989723,10/19/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14608/2021,EPI_ISL_5989724,10/19/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14609/2021,EPI_ISL_5989725,10/13/2021,AY.3,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14612/2021,EPI_ISL_5989726,10/17/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14613/2021,EPI_ISL_5989727,10/17/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14615/2021,EPI_ISL_5989728,10/17/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14616/2021,EPI_ISL_5989729,10/16/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14618/2021,EPI_ISL_5989730,10/16/2021,AY.39.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14619/2021,EPI_ISL_5989731,10/16/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14620/2021,EPI_ISL_5989732,10/19/2021,AY.26,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14621/2021,EPI_ISL_5989733,10/20/2021,AY.3,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14622/2021,EPI_ISL_5989734,10/15/2021,AY.25,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14623/2021,EPI_ISL_5989735,10/15/2021,AY.75,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14624/2021,EPI_ISL_5989736,10/21/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14625/2021,EPI_ISL_5989737,10/8/2021,AY.110,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14626/2021,EPI_ISL_5989738,10/19/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14627/2021,EPI_ISL_5989739,10/19/2021,AY.44,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL14628/2021,EPI_ISL_5989740,10/20/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14629/2021,EPI_ISL_5989741,10/20/2021,AY.44,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL14630/2021,EPI_ISL_5989742,10/20/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14631/2021,EPI_ISL_5989743,10/15/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14632/2021,EPI_ISL_5989744,10/15/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14633/2021,EPI_ISL_5989745,10/12/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14634/2021,EPI_ISL_5989746,10/8/2021,AY.100,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14635/2021,EPI_ISL_5989747,10/8/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14636/2021,EPI_ISL_5989748,10/8/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14637/2021,EPI_ISL_5989749,10/8/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL14638/2021,EPI_ISL_5989750,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14639/2021,EPI_ISL_5989751,10/12/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14640/2021,EPI_ISL_5989752,10/19/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14641/2021,EPI_ISL_5989753,10/21/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14642/2021,EPI_ISL_5989754,10/20/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14645/2021,EPI_ISL_5989755,10/25/2021,AY.3,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14646/2021,EPI_ISL_5989756,10/19/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14648/2021,EPI_ISL_5989757,10/20/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL620/2020,EPI_ISL_602559,6/25/2020,B.1.2,,Unspecified
hCoV-19/USA/AK-PHL634/2020,EPI_ISL_602560,6/25/2020,B.1.2,,Unspecified
hCoV-19/USA/AK-PHL783/2020,EPI_ISL_602561,7/2/2020,B.1.336,,Unspecified
hCoV-19/USA/AK-CDC-ASC210089818/2021,EPI_ISL_6060966,10/4/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210089820/2021,EPI_ISL_6060967,10/4/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210336877/2021,EPI_ISL_6061319,10/5/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210338695/2021,EPI_ISL_6063819,10/5/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210313485/2021,EPI_ISL_6063837,10/5/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210338466/2021,EPI_ISL_6063851,10/5/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210338465/2021,EPI_ISL_6063852,10/5/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210313483/2021,EPI_ISL_6064100,10/6/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339072/2021,EPI_ISL_6064985,10/7/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339076/2021,EPI_ISL_6065008,10/7/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339075/2021,EPI_ISL_6065009,10/7/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339073/2021,EPI_ISL_6065015,10/7/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339074/2021,EPI_ISL_6065016,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210339165/2021,EPI_ISL_6065392,10/8/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276737/2021,EPI_ISL_6066441,10/15/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276742/2021,EPI_ISL_6066442,10/15/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276736/2021,EPI_ISL_6066443,10/15/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276699/2021,EPI_ISL_6066459,10/18/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276700/2021,EPI_ISL_6066523,10/19/2021,AY.120,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276758/2021,EPI_ISL_6066568,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30276744/2021,EPI_ISL_6066585,10/21/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX30320470/2021,EPI_ISL_6066679,10/22/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210338348/2021,EPI_ISL_6067158,10/5/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210313845/2021,EPI_ISL_6067247,10/5/2021,AY.114,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210313846/2021,EPI_ISL_6067249,10/5/2021,AY.114,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210313847/2021,EPI_ISL_6067250,10/5/2021,AY.44,,Unspecified
hCoV-19/USA/AK-CDC-ASC210313848/2021,EPI_ISL_6067251,10/5/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210342483/2021,EPI_ISL_6067452,10/6/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210342482/2021,EPI_ISL_6067461,10/6/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210341330/2021,EPI_ISL_6067588,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210341327/2021,EPI_ISL_6067589,10/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210340122/2021,EPI_ISL_6068669,10/7/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210358040/2021,EPI_ISL_6069849,10/8/2021,AY.119,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0344921/2021,EPI_ISL_6072535,10/8/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0349579/2021,EPI_ISL_6078675,10/17/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348252/2021,EPI_ISL_6081525,10/19/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348255/2021,EPI_ISL_6081526,10/19/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348247/2021,EPI_ISL_6081527,10/19/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348253/2021,EPI_ISL_6081528,10/19/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348282/2021,EPI_ISL_6082802,10/20/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348284/2021,EPI_ISL_6082804,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348307/2021,EPI_ISL_6082812,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348286/2021,EPI_ISL_6082862,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348285/2021,EPI_ISL_6082863,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348223/2021,EPI_ISL_6082864,10/20/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348281/2021,EPI_ISL_6082865,10/20/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348279/2021,EPI_ISL_6082866,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348278/2021,EPI_ISL_6082867,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348276/2021,EPI_ISL_6082869,10/20/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0345948/2021,EPI_ISL_6082969,10/20/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348304/2021,EPI_ISL_6087079,10/21/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0345709/2021,EPI_ISL_6088413,10/21/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348428/2021,EPI_ISL_6088484,10/21/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348219/2021,EPI_ISL_6088568,10/21/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348220/2021,EPI_ISL_6088569,10/21/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348303/2021,EPI_ISL_6089003,10/22/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348302/2021,EPI_ISL_6089016,10/22/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348218/2021,EPI_ISL_6089017,10/22/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0348245/2021,EPI_ISL_6089028,10/22/2021,AY.39,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0347520/2021,EPI_ISL_6091013,10/23/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0347523/2021,EPI_ISL_6091014,10/23/2021,AY.47,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0349159/2021,EPI_ISL_6091191,10/24/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0349158/2021,EPI_ISL_6091199,10/24/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0349162/2021,EPI_ISL_6091222,10/24/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S8476/2021,EPI_ISL_6136289,10/26/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210361831/2021,EPI_ISL_6162589,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210361828/2021,EPI_ISL_6162591,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210358265/2021,EPI_ISL_6162758,10/12/2021,AY.3.1,,Unspecified
hCoV-19/USA/AK-CDC-ASC210361860/2021,EPI_ISL_6162779,10/12/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210361819/2021,EPI_ISL_6162911,10/12/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210463237/2021,EPI_ISL_6163477,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210463236/2021,EPI_ISL_6163478,10/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210355735/2021,EPI_ISL_6164017,10/7/2021,AY.119,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210356187/2021,EPI_ISL_6165036,10/10/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357451/2021,EPI_ISL_6165171,10/10/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357449/2021,EPI_ISL_6165172,10/10/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357448/2021,EPI_ISL_6165173,10/10/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357447/2021,EPI_ISL_6165174,10/10/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357452/2021,EPI_ISL_6165195,10/10/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210359071/2021,EPI_ISL_6166229,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210359070/2021,EPI_ISL_6166230,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210359069/2021,EPI_ISL_6166231,10/11/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210359068/2021,EPI_ISL_6166232,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210359065/2021,EPI_ISL_6166234,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357934/2021,EPI_ISL_6166614,10/11/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357937/2021,EPI_ISL_6166615,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210358262/2021,EPI_ISL_6166622,10/11/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210358266/2021,EPI_ISL_6166624,10/11/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210344732/2021,EPI_ISL_6166862,10/11/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210357942/2021,EPI_ISL_6169740,10/12/2021,AY.46.4,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210463235/2021,EPI_ISL_6171194,10/14/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210463238/2021,EPI_ISL_6171215,10/14/2021,AY.117,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210461946/2021,EPI_ISL_6172050,10/15/2021,AY.110,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-PHL14735/2021,EPI_ISL_6261901,10/19/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14732/2021,EPI_ISL_6261902,10/19/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14662/2021,EPI_ISL_6261903,10/26/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14664/2021,EPI_ISL_6261904,10/22/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL14730/2021,EPI_ISL_6261905,10/19/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL14692/2021,EPI_ISL_6261906,10/9/2021,AY.44,Delta (B.1.617.2-like),Southeast
